id,channel,message,created_at,is_valid_trade,parameters,processed_at,failed_at,exception
286,VANTAGE FOREX SIGNALS OFFICIAL,"C'mon team show those Blue blizzards let motivate for more setups

#FEEDBACK",2024-10-21 19:19:33,0,,,,Expecting value: line 1 column 1 (char 0)
287,Forex Signal Factory (free),EURJPY BUY HITS TP1=20PIPS✅,2024-10-21 19:20:29,1,"{""symbol"": ""EURJPY"", ""signal"": ""buy"", ""price"": null, ""stopLoss"": null, ""takeProfit"": ""20pips""}",,,
288,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-21 19:20:34,0,,,,Expecting value: line 1 column 1 (char 0)
289,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-21 19:20:38,0,,,,Expecting value: line 1 column 1 (char 0)
290,VANTAGE FOREX SIGNALS OFFICIAL,"Flying gold  TP 🚀 Buy sell everything we eat today. +30pips gold fly TP scalping.

Let's close profits. If you want to hold, install BE.‌‌",2024-10-21 19:20:43,1,"{""symbol"": ""XAUUSD"", ""signal"": ""buy"", ""price"": null, ""stopLoss"": null, ""takeProfit"": 30}",,,
291,VANTAGE FOREX SIGNALS OFFICIAL,"C'mon team show those Blue blizzards let motivate for more setups

#FEEDBACK",2024-10-21 19:20:46,0,,,,Expecting value: line 1 column 1 (char 0)
292,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-21 19:21:29,0,,,,Expecting value: line 1 column 1 (char 0)
293,VANTAGE FOREX SIGNALS OFFICIAL,GOLD BUY NOW,2024-10-21 19:22:29,0,,,,Expecting value: line 1 column 1 (char 0)
294,Forex Signal Factory (free),"XAU/USD BUY: 2715 - 2712

TP1: 2718
TP2: 2721

SL: 2709

~use proper $ management",2024-10-21 19:24:00,1,"{""symbol"": ""XAUUSD"", ""signal"": ""buy"", ""price"": [2715, 2712], ""stopLoss"": 2709, ""takeProfit"": [2718, 2721]}",,,
295,🎯🎯🎯XAUUSD SIGNAL 🎯🎯🎯,,2024-10-21 19:25:29,0,,,,Expecting value: line 1 column 1 (char 0)
296,🎯🎯🎯XAUUSD SIGNAL 🎯🎯🎯,Running target 180 pips🔥🔥🔥,2024-10-21 19:25:32,0,,,,Expecting value: line 1 column 1 (char 0)
297,🎯🎯🎯XAUUSD SIGNAL 🎯🎯🎯,,2024-10-21 19:25:34,0,,,,Expecting value: line 1 column 1 (char 0)
298,VANTAGE FOREX SIGNALS OFFICIAL,Use Proper Money Management. Past Profits do not predict future earnings. Consistency is 🔑,2024-10-21 19:25:37,0,,,,Expecting value: line 1 column 1 (char 0)
299,VANTAGE FOREX SIGNALS OFFICIAL,"GOLD BUY NOW IN ZONE  2717.16-1713.16
(SCALPING)

TP 1 : 2719.08
TP 2 : 2621.08
TP 3 : OPEN

SL :  2709.16",2024-10-21 19:25:39,1,"{""symbol"": ""XAUUSD"", ""signal"": ""buy"", ""price"": [2717.16, 1713.16], ""stopLoss"": null, ""takeProfit"": [""2719.08"", ""2621.08""]}",,,
300,🎯🎯🎯XAUUSD SIGNAL 🎯🎯🎯,"Ready VIP group signal💯💯💯

Join fast 💵💵 👈👈👈

@Work_davidwilliams",2024-10-21 19:26:29,0,,,,Expecting value: line 1 column 1 (char 0)
301,VANTAGE FOREX SIGNALS OFFICIAL,"HIT TP 1 ✅ + 26 PIPS

Scalper trader can close now. Who wanna hold do set BE for 0% risk.",2024-10-21 19:27:00,0,,,,Expecting value: line 1 column 1 (char 0)
302,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-21 19:27:03,0,,,,Expecting value: line 1 column 1 (char 0)
303,👑US30 KINGDOM👑,"✅🔥 + 4,000 PIPS US30 ✅✅ SELL✅💯",2024-10-21 19:28:29,0,,,,Expecting value: line 1 column 1 (char 0)
304,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-21 19:32:21,0,,,,Expecting value: line 1 column 1 (char 0)
305,VANTAGE FOREX SIGNALS OFFICIAL,"HIT TP 2 ✅ + 44 PIPS 

Can close or secure this trade now . Who wanna hold do set BE for 0% risk.",2024-10-21 19:32:27,0,,,,Expecting value: line 1 column 1 (char 0)
306,Forex Signal Factory (free),"HIT TP 2 ✅ + 44 PIPS 

Can close or secure this trade now . Who wanna hold do set BE for 0% risk.",2024-10-21 19:35:31,0,,,,Expecting value: line 1 column 1 (char 0)
307,Forex Signal Factory (free),"HIT TP 1 ✅ + 26 PIPS

Scalper trader can close now. Who wanna hold do set BE for 0% risk.",2024-10-21 19:35:34,0,,,,Expecting value: line 1 column 1 (char 0)
308,🎯🎯🎯XAUUSD SIGNAL 🎯🎯🎯,,2024-10-21 19:38:31,0,,,,Expecting value: line 1 column 1 (char 0)
309,🎯🎯🎯XAUUSD SIGNAL 🎯🎯🎯,,2024-10-21 19:38:34,0,,,,Expecting value: line 1 column 1 (char 0)
310,Trade with DD,Gold SeLL ALL TP Hit 📈,2024-10-21 20:05:31,1,"{""symbol"": ""XAUUSD"", ""signal"": ""SELL"", ""price"": null, ""stopLoss"": null, ""takeProfit"": 1}",,,
311,Trade with DD,Gold TP3 successfully hit 🎯🎯🎯,2024-10-21 20:05:36,0,,,,Expecting value: line 1 column 1 (char 0)
312,XAU-USD MASTERS FX,,2024-10-21 21:12:42,0,,,,Expecting value: line 1 column 1 (char 0)
313,XAU-USD MASTERS FX,"Check my performance of account management 
100% Guaranteed Profit💰
Intersted People Contact Me For Account Management Service Available here",2024-10-21 21:12:50,0,,,,Expecting value: line 1 column 1 (char 0)
314,XAU-USD MASTERS FX,,2024-10-21 21:12:52,0,,,,Expecting value: line 1 column 1 (char 0)
315,XAU-USD MASTERS FX,,2024-10-21 21:12:55,0,,,,Expecting value: line 1 column 1 (char 0)
316,XAU-USD MASTERS FX,,2024-10-21 21:13:00,0,,,,Expecting value: line 1 column 1 (char 0)
317,XAU-USD MASTERS FX,,2024-10-21 21:13:03,0,,,,Expecting value: line 1 column 1 (char 0)
318,XAU-USD MASTERS FX,"Join our Account Management Service minimum 500$ 1000$, 2000$, 5000$ 

Daily Profits 1000$,1500$, 2000$, 3500$  

Knock Now  @XKing05",2024-10-21 21:15:21,1,"{""symbol"": ""None"", ""signal"": ""None"", ""price"": null, ""stopLoss"": null, ""takeProfit"": null}",,,
319,Free Forex Signals - Us30 Empire 💰📈,,2024-10-21 21:17:20,0,,,,Expecting value: line 1 column 1 (char 0)
320,Free Forex Signals - Us30 Empire 💰📈,"🔥 US30 Empire: Another Winning Day! 🔥

$56,000 in profit TODAY and $166,000 in profit this month – starting with just $50,000!

We hit big on two US30 trades today, and one was even sent to our free group! Plus, our USDJPY trade smashed through take profits. This is the kind of consistent success our members enjoy.

Prices are going up TODAY, so now is the time to lock in your spot and start winning with us. Don’t miss out on more massive gains!

Join now: https://whop.com/marketplace/us30-empire-vip-forex-signals/

Your next win is waiting! 🚀💰",2024-10-21 21:17:25,0,,,,Expecting value: line 1 column 1 (char 0)
321,♻️BTCUSD SIGNALS (FREE),"XAUUSD sell 2738 🔽

TP 1 2736
TP 2 2734
TP 3 2732
TP 4 2730

———

SL @ 2742",2024-10-21 21:21:20,1,"{""symbol"": ""XAUUSD"", ""signal"": ""sell"", ""price"": ""-"", ""stopLoss"": null, ""takeProfit"": [""1"", ""2"", ""3"", ""4""]}",,,
322,♻️BTCUSD SIGNALS (FREE),This was the special VIP trade today 🧙‍♂️,2024-10-21 21:23:20,0,,,,Expecting value: line 1 column 1 (char 0)
323,XAU-USD MASTERS FX,"If you want a fresh start with the Trading world 🌎 

⏺🗣Then Choose Exness if: You prioritize high leverage, regulatory coverage, instant deposit/withdrawal processing, and 24/7 🏪 customer support.

Exness:  😏
https://one.exnesstrack.net/a/iok5e2yuvx
⚡️⚡️⚡️Make Account Here To Make Daily Profit 💥",2024-10-21 21:26:34,0,,,,Expecting value: line 1 column 1 (char 0)
324,GBPUSD FX SIGNALS(firepips signal,"VIP PREMIUM SIGNALS📉

👇Our services rendered👇
1⃣2000+ PIPS guaranteed monthly💹
2⃣10-15 VIP signals posted daily✅
3⃣Over 98% accuracy weekly on signals😍
4⃣Analysis and trade setups✅

👇GO PREMIUM 👇
💹1 month = $70
💹6 months = $200


To subscribe, you need to have 
👇
Btc


USDT✔️✔️
👇
T.ME/FOREXADMIN_SUPPORTS
T.ME/FOREXADMIN_SUPPORTS",2024-10-21 21:37:41,0,,,,Expecting value: line 1 column 1 (char 0)
325,𝗙𝗢𝗫𝗬𝗜𝗖𝗧𝗥𝗔𝗗𝗘𝗥 (𝗣.𝗚),"WHAT A BEST DAY 🔥🔥

SIGNALS GROUP AND FUNDED ACCOUNT ON FIREE 🔥🔥",2024-10-21 22:18:42,0,,,,Expecting value: line 1 column 1 (char 0)
326,𝗙𝗢𝗫𝗬𝗜𝗖𝗧𝗥𝗔𝗗𝗘𝗥 (𝗣.𝗚),"WANT TO SEE FEEDBACKS? 
 

TODAY HUGE PROFIT ON FUNDED LIVE ACCOUNTS.

AND SMALL COPYTRADING ACCOUNTS.

WANT TO SEE RESULTS AND FEEDBACKS WITH PROOF?",2024-10-24 01:44:28,0,,,2024-10-24 01:44:33,Expecting value: line 1 column 1 (char 0)
327,CryptoMau BTC Scalp Signals,Close WIF/USDT,2024-10-24 02:00:12,0,,,2024-10-24 02:00:16,Expecting value: line 1 column 1 (char 0)
328,CryptoMau BTC Scalp Signals,#WIF/USDT Manually Cancelled,2024-10-24 02:00:16,1,{},,,
329,𝗙𝗢𝗫𝗬𝗜𝗖𝗧𝗥𝗔𝗗𝗘𝗥 (𝗣.𝗚),SMALL COPY TRADING ACCOUNT 🔥🔥,2024-10-24 02:12:27,0,,,2024-10-24 02:12:31,Expecting value: line 1 column 1 (char 0)
330,𝗙𝗢𝗫𝗬𝗜𝗖𝗧𝗥𝗔𝗗𝗘𝗥 (𝗣.𝗚),,2024-10-24 02:12:31,0,,,,Expecting value: line 1 column 1 (char 0)
331,VANTAGE FOREX SIGNALS OFFICIAL,"KEEP JOINING #VIP. LIFETIME VIP PROMO $100 

REFER YOUR FRIENDS 

ASK FOR THE ABOVE ADDRESS 

JOIN #VIP AND #EARN",2024-10-24 02:16:27,0,,,2024-10-24 02:16:30,Expecting value: line 1 column 1 (char 0)
332,VANTAGE FOREX SIGNALS OFFICIAL,"KEEP JOINING #VIP. LIFETIME VIP PROMO $100 

REFER YOUR FRIENDS 

ASK FOR THE ABOVE ADDRESS 

JOIN #VIP AND #EARN",2024-10-24 02:17:27,0,,,2024-10-24 02:17:30,Expecting value: line 1 column 1 (char 0)
333,VANTAGE FOREX SIGNALS OFFICIAL,"KEEP JOINING #VIP. LIFETIME VIP PROMO $100 

REFER YOUR FRIENDS 

ASK FOR THE ABOVE ADDRESS 

JOIN #VIP AND #EARN",2024-10-24 02:37:27,0,,,2024-10-24 02:37:32,Expecting value: line 1 column 1 (char 0)
334,♻️BTCUSD SIGNALS (FREE),"XAUUSD buy 2720🔽

TP 1 2718
TP 2 2716
TP 3 2714
TP 4 2712

———

SL @ 2725",2024-10-24 04:24:28,1,"{""symbol"": ""XAUUSD"", ""signal"": ""buy"", ""price"": null, ""stopLoss"": ""2725"", ""takeProfit"": [""2718"", ""2716"", ""2714"", ""2712""]}",,2024-10-24 04:24:34,
335,♻️BTCUSD SIGNALS (FREE),Typo needs to be sell*,2024-10-24 04:27:28,0,,,2024-10-24 04:27:31,Expecting value: line 1 column 1 (char 0)
336,GBPUSD FX SIGNALS(firepips signal,"Details required

Name
Email address
Contact number
Country of residence
Btc or usdt address for receiving Returns

KEEP YOUR INVESTMENTS CAPITAL COMING!

You Invest…We Trade🤝",2024-10-24 04:56:28,0,,,2024-10-24 04:56:33,Expecting value: line 1 column 1 (char 0)
337,GBPUSD FX SIGNALS(firepips signal,"Details required

Name
Email address
Contact number
Country of residence
Btc or usdt address for receiving Returns

KEEP YOUR INVESTMENTS CAPITAL COMING!

You Invest…We Trade🤝",2024-10-24 04:56:33,0,,,2024-10-24 04:56:36,Expecting value: line 1 column 1 (char 0)
338,GBPUSD FX SIGNALS(firepips signal,"Details required

Name
Email address
Contact number
Country of residence
Btc or usdt address for receiving Returns

KEEP YOUR INVESTMENTS CAPITAL COMING!

You Invest…We Trade🤝",2024-10-24 04:56:36,0,,,2024-10-24 04:56:39,Expecting value: line 1 column 1 (char 0)
339,GBPUSD FX SIGNALS(firepips signal,"Details required

Name
Email address
Contact number
Country of residence
Btc or usdt address for receiving Returns

KEEP YOUR INVESTMENTS CAPITAL COMING!

You Invest…We Trade🤝",2024-10-24 04:56:39,0,,,2024-10-24 04:56:42,Expecting value: line 1 column 1 (char 0)
340,GBPUSD FX SIGNALS(firepips signal,We are starting our day by the name of Almighty Allah. May Allah bless us to kill the market every day.. And able us to give you everyone best works‌‌,2024-10-24 04:56:42,0,,,2024-10-24 04:56:44,Expecting value: line 1 column 1 (char 0)
341,GBPUSD FX SIGNALS(firepips signal,"XAUUSD BUY @2723

SL 2712
TP 2727
TP 2730
TP 2737",2024-10-24 05:20:28,1,"{""symbol"": ""XAUUSD"", ""signal"": ""buy"", ""price"": [""2723""], ""stopLoss"": ""2712"", ""takeProfit"": [""2727"", ""2730"", ""2737""]}",,,
342,GBPUSD FX SIGNALS(firepips signal,"USDCAD BUY @1.38250

SL 1.38100

TP 1.38370",2024-10-24 05:24:28,1,"{""symbol"": ""USDCAD"", ""signal"": ""buy"", ""price"": [1.3825], ""stopLoss"": 1.381, ""takeProfit"": 1.3837}",,2024-10-24 05:24:31,
343,Trade with DD,"Hi Guy's 👋 

If you are Account running in loss I'll recover your Loss and I'll Help you
Inbox me now @samoo72342",2024-10-24 05:30:29,0,,,2024-10-24 05:30:34,Expecting value: line 1 column 1 (char 0)
344,Trade with DD,"✅🔥Interested people Inbox me
For Account Management service @samoo72342",2024-10-24 05:30:34,0,,,2024-10-24 05:30:36,Expecting value: line 1 column 1 (char 0)
345,🎯🎯🎯XAUUSD SIGNAL 🎯🎯🎯,,2024-10-24 05:36:29,0,,,2024-10-24 05:36:35,Expecting value: line 1 column 1 (char 0)
346,🎯🎯🎯XAUUSD SIGNAL 🎯🎯🎯,,2024-10-24 05:36:35,0,,,,Expecting value: line 1 column 1 (char 0)
347,Trade with DD,Come on lucky clients @samoo72342✌️🚀,2024-10-24 05:36:37,0,,,2024-10-24 05:36:40,Expecting value: line 1 column 1 (char 0)
348,Trade with DD,"♻️Best & Accurate Account Management Services Available😇😇
🔸 Profits Sharing 50/50%
🔸All Broker are Accepted (MT4/MT5)

↪️ Interested Contact:                      @samoo72342",2024-10-24 05:36:40,0,,,2024-10-24 05:36:42,Expecting value: line 1 column 1 (char 0)
349,🎯🎯🎯XAUUSD SIGNAL 🎯🎯🎯,Running target 150 pips🔥🔥🔥,2024-10-24 05:36:43,0,,,2024-10-24 05:36:46,Expecting value: line 1 column 1 (char 0)
350,Smart Money Trader,,2024-10-24 05:50:04,0,,,,Expecting value: line 1 column 1 (char 0)
351,Forex Signal Factory (free),"Good morning Thursday😎

Standby first, let king  monitor today's pair what we can rob okay 

On notification & Pin this channel 🔝",2024-10-24 06:05:29,0,,,2024-10-24 06:05:34,Expecting value: line 1 column 1 (char 0)
352,Forex Signal Factory (free),"Good morning Thursday😎

Standby first, let king  monitor today's pair what we can rob okay 

On notification & Pin this channel 🔝",2024-10-24 06:05:34,0,,,,Expecting value: line 1 column 1 (char 0)
353,Smart Money Trader,#GBPCAD Sniper + 92 Pips Running Near To Target....💯🔥🔥🚀,2024-10-24 06:12:29,0,,,2024-10-24 06:12:34,Expecting value: line 1 column 1 (char 0)
354,Market Makers FX📈,"Good Morning, MMFX Family!

What a day we had yesterday—a jackpot day of sells! Hundreds of pips booked and profits secured. This is the kind of momentum we love to see!

Let’s carry this strong run forward and continue making smart, calculated trades today. 

Remember: 
""Success is built on consistency and momentum.""
Stay sharp, stay disciplined, and let’s keep racking up those wins.",2024-10-24 07:49:30,0,,,,Expecting value: line 1 column 1 (char 0)
355,Market Makers FX📈,"Gold Market Overview:

- Gold price rebounds: Gold is recovering from Wednesday’s correction, supported by a pause in the US Dollar and Treasury yields ahead of the US PMI data.

- Market sentiment: Positive sentiment from Tesla’s earnings report and stabilization in US equity futures help Gold buyers regain control, but the market remains cautious.

- PMI data in focus: The upcoming US PMI data could influence Gold's next move, providing clues on economic health and risk sentiment.

Key Drivers:

- US Dollar pullback: A slight pause in the USD rally supports Gold’s recovery, with attention now on the US PMI data for further market direction.

- Risk sentiment: A stable market mood following Tesla’s earnings and concerns over the US election and Middle East tensions continue to underpin safe-haven demand for Gold.

- US economic data: Traders await the S&P Global US PMI reports for October, which could impact USD and Gold prices.

Technical Outlook:

- Resistance at $2,723: Gold faces resistance at the 23.6% Fibonacci retracement level, and a break above could see the price challenge $2,750 and the record high at $2,759.

- Support at $2,700: The 38.2% Fibonacci level at $2,700 provides key support, followed by the 50% Fibo level at $2,682.

- RSI Indicator: The RSI remains above 50, indicating potential for further gains if resistance levels are cleared.",2024-10-24 07:55:47,1,"{""symbol"": ""XAUUSD"", ""signal"": null, ""price"": null, ""stopLoss"": null, ""takeProfit"": null}",,,
356,Market Makers FX📈,"Gold Market Overview:

- Gold price rebounds: Gold is recovering from Wednesday’s correction, supported by a pause in the US Dollar and Treasury yields ahead of the US PMI data.

- Market sentiment: Positive sentiment from Tesla’s earnings report and stabilization in US equity futures help Gold buyers regain control, but the market remains cautious.

- PMI data in focus: The upcoming US PMI data could influence Gold's next move, providing clues on economic health and risk sentiment.

Key Drivers:

- US Dollar pullback: A slight pause in the USD rally supports Gold’s recovery, with attention now on the US PMI data for further market direction.

- Risk sentiment: A stable market mood following Tesla’s earnings and concerns over the US election and Middle East tensions continue to underpin safe-haven demand for Gold.

- US economic data: Traders await the S&P Global US PMI reports for October, which could impact USD and Gold prices.

Technical Outlook:

- Resistance at $2,723: Gold faces resistance at the 23.6% Fibonacci retracement level, and a break above could see the price challenge $2,750 and the record high at $2,759.

- Support at $2,700: The 38.2% Fibonacci level at $2,700 provides key support, followed by the 50% Fibo level at $2,682.

- RSI Indicator: The RSI remains above 50, indicating potential for further gains if resistance levels are cleared.",2024-10-24 07:56:30,1,"{""symbol"": ""XAUUSD"", ""signal"": null, ""price"": null, ""stopLoss"": null, ""takeProfit"": null}",,,
357,CryptoMau BTC Scalp Signals,"#SIGNAL (PEPE/USDT) @CryptoKlondike

🔑 Open SHORT at price between $0.000009906 - $0.000010016 with X25 leverage on OKX with 2% of your deposit.

🍒 Targets:

1️⃣ Close the order at the price $0.000009827
2️⃣ Close the order at the price $0.000009787
3️⃣ Close the order at the price $0.000009699
4️⃣ Close the order at the price $0.0000096
5️⃣ Close the order at the price $0.000009449

❗️ STOP LOSS: $0.000010344",2024-10-24 08:00:15,1,"{""symbol"": ""pepe/usdt"", ""signal"": ""short"", ""price"": [""$0.000009906"", ""$0.000010016""], ""stopLoss"": ""$0.000010344"", ""takeProfit"": [""1\u20ac"", ""2\u20ac"", ""3\u20ac"", ""4\u20ac"", ""5\u20ac""]}",,,
358,CryptoMau BTC Scalp Signals,"#SIGNAL (PEPE/USDT) @CryptoKlondike

🔑 Open SHORT at price between $0.000009906 - $0.000010016 with X25 leverage on OKX with 2% of your deposit.

🍒 Targets:

1️⃣ Close the order at the price $0.000009827
2️⃣ Close the order at the price $0.000009787
3️⃣ Close the order at the price $0.000009699
4️⃣ Close the order at the price $0.0000096
5️⃣ Close the order at the price $0.000009449

❗️ STOP LOSS: $0.000010344",2024-10-24 08:00:19,1,"{""symbol"": ""pepe/usdt"", ""signal"": ""open short"", ""price"": [""$0.000009906"", ""$0.000010016""], ""stopLoss"": ""$0.000010344"", ""takeProfit"": [""$0.000009827"", ""$0.000009787"", ""$0.000009699"", ""$0.0000096"", ""$0.000009449""]}",,,
359,CryptoMau BTC Scalp Signals,"OKX Futures
#PEPE/USDT Entered entry zone ✅
Period: 3 Minutes ⏰",2024-10-24 08:03:58,0,,,2024-10-24 08:04:01,Expecting value: line 1 column 1 (char 0)
360,Market Makers FX📈,"MMFX Performance Report

21 October - 23 October 2024

Monday Results 
 1. GOLD - 100pips✅
 2. GOLD - 20pips✅

Tuesday Results
 1. GOLD - 20pips✅
 2. GOLD - 20pips✅
 3. GOLD - 30pips✅
 4. GOLD - 180pips✅

Wednesday Results
 1. GOLD - 95pips✅
 2. GOLD - 500pips✅
 3. GOLD - 430pips✅
 4. GOLD - 270pips✅

Net Pips Gained: 1665pips
Win Rate: 100%",2024-10-24 08:04:47,1,"{""symbol"": ""XAUUSD"", ""signal"": ""BUY/SELL"", ""price"": null, ""stopLoss"": null, ""takeProfit"": null}",,2024-10-24 08:04:51,
361,Market Makers FX📈,,2024-10-24 08:04:51,0,,,2024-10-24 08:04:55,Expecting value: line 1 column 1 (char 0)
362,Market Makers FX📈,,2024-10-24 08:04:55,0,,,,Expecting value: line 1 column 1 (char 0)
363,Market Makers FX📈,,2024-10-24 08:04:57,0,,,,Expecting value: line 1 column 1 (char 0)
364,Market Makers FX📈,,2024-10-24 08:05:30,0,,,,Expecting value: line 1 column 1 (char 0)
365,Market Makers FX📈,"MMFX Performance Report

21 October - 23 October 2024

Monday Results 
 1. GOLD - 100pips✅
 2. GOLD - 20pips✅

Tuesday Results
 1. GOLD - 20pips✅
 2. GOLD - 20pips✅
 3. GOLD - 30pips✅
 4. GOLD - 180pips✅

Wednesday Results
 1. GOLD - 95pips✅
 2. GOLD - 500pips✅
 3. GOLD - 430pips✅
 4. GOLD - 270pips✅

Net Pips Gained: 1665pips
Win Rate: 100%",2024-10-24 08:05:32,1,"{""symbol"": ""XAUUSD"", ""signal"": ""BUY"", ""price"": [100, 20, 30], ""stopLoss"": null, ""takeProfit"": null}",,2024-10-24 08:05:36,
366,Market Makers FX📈,,2024-10-24 08:05:36,0,,,2024-10-24 08:05:40,Expecting value: line 1 column 1 (char 0)
367,Market Makers FX📈,,2024-10-24 08:05:40,0,,,2024-10-24 08:05:43,Expecting value: line 1 column 1 (char 0)
368,Market Makers FX📈,"Is stability and consistency what you are looking for?

Stress and anxiety are challenging emotions to control. But, I have a way to remove all that from your trading.

Visualize this:
 1. 85% Win-Rate Signals💥
 2. Tight SLs 
 3. Exclusive Scripts & Indicators📈

All for $0… Yes, FREE! Worried about making a loss? Test with a DEMO! 

Opening up 10 FREE SLOTS to join👇
{Click Here To Claim}",2024-10-24 08:16:48,0,,,2024-10-24 08:16:53,Expecting value: line 1 column 1 (char 0)
369,Market Makers FX📈,"Is stability and consistency what you are looking for?

Stress and anxiety are challenging emotions to control. But, I have a way to remove all that from your trading.

Visualize this:
 1. 85% Win-Rate Signals💥
 2. Tight SLs 
 3. Exclusive Scripts & Indicators📈

All for $0… Yes, FREE! Worried about making a loss? Test with a DEMO! 

Opening up 10 FREE SLOTS to join👇
{Click Here To Claim}",2024-10-24 08:17:30,0,,,,Expecting value: line 1 column 1 (char 0)
370,CryptoMau BTC Scalp Signals,"OKX Futures
#PEPE/USDT Entered entry zone ✅
Period: 3 Minutes ⏰",2024-10-24 08:35:00,0,,,,Expecting value: line 1 column 1 (char 0)
371,Market Makers FX📈,"Current Gold Analysis

What I would love to do today is to trade within the range highlighted in Light Blue.

Best case scenario is we get a buy on Buy Zone 1- multiple confluence.

We will have to watch price action closely, as with prices at all time highs, it will be tough trading.

We had a daily pullback yesterday, but its tough to know if today will close besrish aswell.",2024-10-24 08:50:45,1,"{""symbol"": ""XAUUSD"", ""signal"": null, ""price"": null, ""stopLoss"": null, ""takeProfit"": null}",,2024-10-24 08:50:50,
372,Market Makers FX📈,"Current Gold Analysis

What I would love to do today is to trade within the range highlighted in Light Blue.

Best case scenario is we get a buy on Buy Zone 1- multiple confluence.

We will have to watch price action closely, as with prices at all time highs, it will be tough trading.

We had a daily pullback yesterday, but its tough to know if today will close besrish aswell.",2024-10-24 08:50:48,1,null,,2024-10-24 08:50:51,
373,XAU-USD MASTERS FX,Good Morning Traders ✔️,2024-10-24 09:10:13,0,,,2024-10-24 09:10:18,Expecting value: line 1 column 1 (char 0)
374,XAU-USD MASTERS FX,Good Morning Traders ✔️,2024-10-24 09:10:49,0,,,2024-10-24 09:10:51,Expecting value: line 1 column 1 (char 0)
375,𝗕𝗧𝗖𝗨𝗦𝗗 𝗙𝗥𝗘𝗘 𝗙𝗢𝗥𝗘𝗫 𝗦𝗜𝗚𝗡𝗔𝗟𝗦 📈📉,"GOLD BUY NOW @2726-2724

SL 2722

TP 2729.23
TP 2733.95

Layering slowly use proper lot size",2024-10-24 09:16:31,1,"{""symbol"": ""XAUUSD"", ""signal"": ""buy"", ""price"": [2724, 2726], ""stopLoss"": 2722, ""takeProfit"": [2729.23, 2733.95]}",,,
376,𝗕𝗧𝗖𝗨𝗦𝗗 𝗙𝗥𝗘𝗘 𝗙𝗢𝗥𝗘𝗫 𝗦𝗜𝗚𝗡𝗔𝗟𝗦 📈📉,"✅XAUUSD SELL 2726

✅TP 2722
✅TP 2719
✅TP 2716
✅TP 2713
✅TP 2710
✅TP 2707
✅TP 2704
✅TP 2701
✅TP2698


🔥SL 2745",2024-10-24 09:16:36,1,"{""symbol"": ""XAUUSD"", ""signal"": ""sell"", ""price"": [2710, 2707, 2704, 2701, 2698], ""stopLoss"": 2745, ""takeProfit"": [2722, 2719, 2716, 2713, 2710]}",,,
377,𝗕𝗧𝗖𝗨𝗦𝗗 𝗙𝗥𝗘𝗘 𝗙𝗢𝗥𝗘𝗫 𝗦𝗜𝗚𝗡𝗔𝗟𝗦 📈📉,"✅XAUUSD SELL 2726

✅TP 2722
✅TP 2719
✅TP 2716
✅TP 2713
✅TP 2710
✅TP 2707
✅TP 2704
✅TP 2701
✅TP2698


🔥SL 2745",2024-10-24 09:16:48,1,"{""symbol"": ""XAUUSD"", ""signal"": ""SELL"", ""price"": null, ""stopLoss"": 2745, ""takeProfit"": [2713, 2716, 2719, 2722, 2726]}",,2024-10-24 09:16:52,
378,𝗕𝗧𝗖𝗨𝗦𝗗 𝗙𝗥𝗘𝗘 𝗙𝗢𝗥𝗘𝗫 𝗦𝗜𝗚𝗡𝗔𝗟𝗦 📈📉,"GOLD BUY NOW @2726-2724

SL 2722

TP 2729.23
TP 2733.95

Layering slowly use proper lot size",2024-10-24 09:16:52,1,"{""symbol"": ""XAUUSD"", ""signal"": ""buy"", ""price"": [2726, 2724], ""stopLoss"": 2722, ""takeProfit"": [2729.23, 2733.95]}",,2024-10-24 09:16:55,
379,Forex Signal Factory (free),"Gold buy now  @ 2728-2725

sl:2723

tp1:2730
tp2:2735

entry slowly & use proper mm !",2024-10-24 09:31:31,1,"{""symbol"": ""XAUUSD"", ""signal"": ""buy"", ""price"": [2725, 2728], ""stopLoss"": 2723, ""takeProfit"": [2730, 2735]}",,2024-10-24 09:31:36,
380,Forex Signal Factory (free),"Gold buy now  @ 2728-2725

sl:2723

tp1:2730
tp2:2735

entry slowly & use proper mm !",2024-10-24 09:31:48,1,"{""symbol"": ""XAUUSD"", ""signal"": ""buy"", ""price"": [2728, 2725], ""stopLoss"": 2723, ""takeProfit"": [2730, 2735]}",,2024-10-24 09:31:51,
381,ICT OFFICIAL ACADEMY,"GOOD MORNING TRADERS!!

Embrace the new day with a smile on your face. Happy Trading!!

Unmute & Pin This Channel",2024-10-24 09:35:45,0,,,,Expecting value: line 1 column 1 (char 0)
382,VANTAGE FOREX SIGNALS OFFICIAL,,2024-10-24 09:38:28,0,,,,Expecting value: line 1 column 1 (char 0)
383,VANTAGE FOREX SIGNALS OFFICIAL,"Good morning Thursday 😎

Standby first, let king  monitor today's pair what we can rob okay 

On notification & Pin this channel 🔝",2024-10-24 09:38:31,0,,,2024-10-24 09:38:34,Expecting value: line 1 column 1 (char 0)
